"death","pm10tmean","date","tmpd","dptp","dow"
227,NA,1988-05-23,67.5,65.625,"Monday"
222,NA,1988-05-24,72,62.9375,"Tuesday"
210,NA,1988-05-25,58.5,48.8125,"Wednesday"
180,NA,1988-05-26,59.5,50.75,"Thursday"
204,13.088140425,1988-05-27,66.75,54.0625,"Friday"
198,NA,1988-05-28,68.25,52.9375,"Saturday"
197,NA,1988-05-29,72.25,59.125,"Sunday"
202,NA,1988-05-30,70.5,62.5,"Monday"
196,NA,1988-05-31,77.5,55.25,"Tuesday"
211,NA,1988-06-01,75.5,64.875,"Wednesday"
191,-12.21327104,1988-06-02,57.25,43.8125,"Thursday"
192,NA,1988-06-03,56.5,45.5,"Friday"
172,NA,1988-06-04,57.5,49.125,"Saturday"
206,NA,1988-06-05,69.75,50.375,"Sunday"
209,NA,1988-06-06,74,43.3125,"Monday"
185,NA,1988-06-07,69.75,45.625,"Tuesday"
189,-6.176469355,1988-06-08,66.75,48.125,"Wednesday"
171,NA,1988-06-09,58.75,48.5,"Thursday"
177,NA,1988-06-10,61.5,43.75,"Friday"
180,NA,1988-06-11,66.25,46.3125,"Saturday"
199,NA,1988-06-12,76.75,55.875,"Sunday"
216,NA,1988-06-13,80.75,58.25,"Monday"
195,42.168938836,1988-06-14,81.25,62.6875,"Tuesday"
213,NA,1988-06-15,84.25,64.5,"Wednesday"
226,NA,1988-06-16,77,65.0625,"Thursday"
200,NA,1988-06-17,69.75,64.375,"Friday"
190,NA,1988-06-18,71.75,64.125,"Saturday"
182,NA,1988-06-19,72,60.6875,"Sunday"
209,36.79245283,1988-06-20,73,65.25,"Monday"
201,NA,1988-06-21,85,60.625,"Tuesday"
210,NA,1988-06-22,81,69.375,"Wednesday"
225,NA,1988-06-23,76.25,45.625,"Thursday"
186,NA,1988-06-24,67,50.125,"Friday"
203,NA,1988-06-25,66.5,58.375,"Saturday"
162,-4.710144928,1988-06-26,72.25,52.6875,"Sunday"
171,NA,1988-06-27,70,53.8125,"Monday"
179,NA,1988-06-28,73,54.625,"Tuesday"
194,NA,1988-06-29,69.5,58,"Wednesday"
164,NA,1988-06-30,65.25,40.1875,"Thursday"
179,NA,1988-07-01,63,50.5,"Friday"
179,-25.36170213,1988-07-02,69.25,48.0625,"Saturday"
178,NA,1988-07-03,73.25,55.4375,"Sunday"
204,NA,1988-07-04,74.25,64.25,"Monday"
193,NA,1988-07-05,72.25,64.0625,"Tuesday"
181,NA,1988-07-06,75.5,65.8125,"Wednesday"
208,NA,1988-07-07,76,66.625,"Thursday"
199,47.638297872,1988-07-08,80.5,67.1875,"Friday"
173,NA,1988-07-09,76.25,70.75,"Saturday"
201,NA,1988-07-10,81.5,70.1875,"Sunday"
219,NA,1988-07-11,84.75,69.9375,"Monday"
204,NA,1988-07-12,78,70.6875,"Tuesday"
188,NA,1988-07-13,78.5,64.875,"Wednesday"
196,34.157625786,1988-07-14,75.75,68.5625,"Thursday"
204,NA,1988-07-15,81.25,64.9375,"Friday"
205,NA,1988-07-16,79,71.5,"Saturday"
191,NA,1988-07-17,79.75,71,"Sunday"
200,NA,1988-07-18,81.5,66.6875,"Monday"
223,NA,1988-07-19,80,72.4375,"Tuesday"
200,13.648809524,1988-07-20,75.5,72.1875,"Wednesday"
182,NA,1988-07-21,77.75,71.375,"Thursday"
200,NA,1988-07-22,74,67.75,"Friday"
192,NA,1988-07-23,73.5,68.375,"Saturday"
188,NA,1988-07-24,77.25,68.125,"Sunday"
192,NA,1988-07-25,77.25,65.1875,"Monday"
186,29.36,1988-07-26,75.5,69.4375,"Tuesday"
189,NA,1988-07-27,76,69.75,"Wednesday"
204,NA,1988-07-28,76.75,69.0625,"Thursday"
185,NA,1988-07-29,79,72.375,"Friday"
194,NA,1988-07-30,85,69.875,"Saturday"
224,NA,1988-07-31,80.75,68.75,"Sunday"
224,28.29245283,1988-08-01,79.5,71.5,"Monday"
209,NA,1988-08-02,80.75,71.9375,"Tuesday"
206,NA,1988-08-03,82,73.3125,"Wednesday"
198,NA,1988-08-04,81.25,72.9375,"Thursday"
212,NA,1988-08-05,81.5,70.75,"Friday"
201,NA,1988-08-06,80.25,73.75,"Saturday"
175,-3.697387518,1988-08-07,83.5,66.1875,"Sunday"
215,NA,1988-08-08,81,67.875,"Monday"
193,NA,1988-08-09,81.5,71.9375,"Tuesday"
207,NA,1988-08-10,81.25,74,"Wednesday"
183,NA,1988-08-11,83.5,73,"Thursday"
210,NA,1988-08-12,85,73.25,"Friday"
255,45.830345912,1988-08-13,84.75,72.75,"Saturday"
248,NA,1988-08-14,85,70.9375,"Sunday"
296,NA,1988-08-15,87.5,59.875,"Monday"
223,NA,1988-08-16,81.5,51.3125,"Tuesday"
218,NA,1988-08-17,80.5,68.8125,"Wednesday"
209,NA,1988-08-18,76.75,51.875,"Thursday"
205,-4.266666667,1988-08-19,69.25,53.5625,"Friday"
229,NA,1988-08-20,68.75,55.3125,"Saturday"
188,NA,1988-08-21,74,45.75,"Sunday"
187,NA,1988-08-22,67,51.125,"Monday"
181,NA,1988-08-23,66.25,55.9375,"Tuesday"
210,NA,1988-08-24,68.75,61.25,"Wednesday"
201,12.950673401,1988-08-25,69.75,64.9375,"Thursday"
204,NA,1988-08-26,75.25,66,"Friday"
194,NA,1988-08-27,74.75,70.0625,"Saturday"
200,NA,1988-08-28,76.5,70.4375,"Sunday"
213,NA,1988-08-29,73,67.5,"Monday"
190,NA,1988-08-30,70.75,54.875,"Tuesday"
208,-4.836792453,1988-08-31,71.5,57.5625,"Wednesday"
190,NA,1988-09-01,73.25,58.5,"Thursday"
176,NA,1988-09-02,72.25,57.25,"Friday"
193,NA,1988-09-03,72.5,58.4375,"Saturday"
190,NA,1988-09-04,69,69.125,"Sunday"
176,NA,1988-09-05,68.25,50.3125,"Monday"
176,-15.79732704,1988-09-06,61.5,42.5625,"Tuesday"
203,NA,1988-09-07,64,45.625,"Wednesday"
215,NA,1988-09-08,66,54.0625,"Thursday"
204,NA,1988-09-09,72.75,63.75,"Friday"
222,NA,1988-09-10,76.5,52.4375,"Saturday"
175,NA,1988-09-11,68,51.625,"Sunday"
200,-3.133333333,1988-09-12,66.25,56.9375,"Monday"
218,NA,1988-09-13,70.5,62.75,"Tuesday"
182,NA,1988-09-14,65.5,53.125,"Wednesday"
204,NA,1988-09-15,63.25,37.875,"Thursday"
177,NA,1988-09-16,59.5,46.5625,"Friday"
157,NA,1988-09-17,62,56.25,"Saturday"
176,1.462962963,1988-09-18,69.5,64.6875,"Sunday"
214,NA,1988-09-19,73.5,66,"Monday"
204,NA,1988-09-20,72,67.25,"Tuesday"
207,NA,1988-09-21,71,56.8125,"Wednesday"
193,NA,1988-09-22,66.75,52.1875,"Thursday"
218,NA,1988-09-23,72.75,64.375,"Friday"
200,-8.465740741,1988-09-24,66,50.5625,"Saturday"
171,NA,1988-09-25,63.5,52.3125,"Sunday"
205,NA,1988-09-26,67,52.4375,"Monday"
185,NA,1988-09-27,63.5,58.5,"Tuesday"
180,NA,1988-09-28,67.75,47.0625,"Wednesday"
217,NA,1988-09-29,56.25,44.0625,"Thursday"
186,6.1847143754,1988-09-30,64.25,57.8125,"Friday"
194,NA,1988-10-01,66.75,60.4375,"Saturday"
209,NA,1988-10-02,69.25,65.0625,"Sunday"
207,NA,1988-10-03,62.75,53.5625,"Monday"
198,NA,1988-10-04,58.25,47.9375,"Tuesday"
224,NA,1988-10-05,56.75,35.125,"Wednesday"
182,-14.33834346,1988-10-06,53,36.875,"Thursday"
194,NA,1988-10-07,48.25,42,"Friday"
198,NA,1988-10-08,43.25,36,"Saturday"
196,NA,1988-10-09,48.5,40.125,"Sunday"
221,NA,1988-10-10,57.5,51.25,"Monday"
227,NA,1988-10-11,56.5,32.3125,"Tuesday"
218,-16.88135593,1988-10-12,48.5,30.6875,"Wednesday"
214,NA,1988-10-13,45.5,27.0625,"Thursday"
206,NA,1988-10-14,48.75,33.375,"Friday"
221,NA,1988-10-15,56.25,49.0625,"Saturday"
236,NA,1988-10-16,59,55.1875,"Sunday"
209,NA,1988-10-17,63.75,59,"Monday"
214,-1.732651103,1988-10-18,61,53.1875,"Tuesday"
185,NA,1988-10-19,52.75,33.125,"Wednesday"
221,NA,1988-10-20,48.25,32.75,"Thursday"
173,NA,1988-10-21,49,46.125,"Friday"
223,NA,1988-10-22,52.25,35.125,"Saturday"
216,NA,1988-10-23,50.25,40.0625,"Sunday"
216,-4.745762712,1988-10-24,56,36.875,"Monday"
197,NA,1988-10-25,48,30.6875,"Tuesday"
217,NA,1988-10-26,46.25,26.75,"Wednesday"
194,NA,1988-10-27,46.25,28.5625,"Thursday"
192,NA,1988-10-28,51.5,45.625,"Friday"
199,NA,1988-10-29,48.5,27.0625,"Saturday"
218,-17.60312297,1988-10-30,44.25,18.9375,"Sunday"
226,NA,1988-10-31,38.75,31.5625,"Monday"
230,NA,1988-11-01,45.25,45.5,"Tuesday"
218,NA,1988-11-02,47.75,31.6875,"Wednesday"
188,NA,1988-11-03,49.25,30.25,"Thursday"
258,NA,1988-11-04,52,52.125,"Friday"
224,-7.562382445,1988-11-05,58.5,59,"Saturday"
194,NA,1988-11-06,58,50,"Sunday"
198,NA,1988-11-07,50,31.625,"Monday"
221,NA,1988-11-08,48.75,43.1875,"Tuesday"
194,NA,1988-11-09,50,34.5,"Wednesday"
198,NA,1988-11-10,51.5,49.875,"Thursday"
220,-13.06959248,1988-11-11,49.5,29.125,"Friday"
216,NA,1988-11-12,42.25,30.4375,"Saturday"
227,NA,1988-11-13,50.75,47.8125,"Sunday"
230,NA,1988-11-14,53,37.375,"Monday"
184,NA,1988-11-15,50.75,38.0625,"Tuesday"
196,NA,1988-11-16,52,56.4375,"Wednesday"
220,-9.542372881,1988-11-17,52.25,29.875,"Thursday"
190,NA,1988-11-18,47,23.8125,"Friday"
194,NA,1988-11-19,42.5,32.625,"Saturday"
213,NA,1988-11-20,52,54.0625,"Sunday"
228,NA,1988-11-21,49.75,25,"Monday"
196,NA,1988-11-22,42.5,27.875,"Tuesday"
205,8.5949902407,1988-11-23,44.25,30.4375,"Wednesday"
176,NA,1988-11-24,39,21.4375,"Thursday"
216,NA,1988-11-25,44,30.375,"Friday"
204,NA,1988-11-26,50,43.5,"Saturday"
219,NA,1988-11-27,53.5,56,"Sunday"
227,NA,1988-11-28,50,29.5625,"Monday"
213,-5.647214854,1988-11-29,42.75,26.875,"Tuesday"
202,NA,1988-11-30,44.5,33.5625,"Wednesday"
201,NA,1988-12-01,43.25,25.0625,"Thursday"
206,NA,1988-12-02,38.5,19.4375,"Friday"
200,NA,1988-12-03,44.75,30.125,"Saturday"
200,NA,1988-12-04,41.75,9.6875,"Sunday"
207,-4.399535809,1988-12-05,39,20.75,"Monday"
226,NA,1988-12-06,42.5,24.5,"Tuesday"
219,NA,1988-12-07,49.5,30,"Wednesday"
231,NA,1988-12-08,44,13.0625,"Thursday"
196,NA,1988-12-09,34.75,16.6875,"Friday"
199,NA,1988-12-10,30.5,13.625,"Saturday"
208,-16.44274561,1988-12-11,22.5,-4.8125,"Sunday"
236,NA,1988-12-12,13.5,-2.9375,"Monday"
240,NA,1988-12-13,23.5,24.5625,"Tuesday"
225,NA,1988-12-14,34.75,23.375,"Wednesday"
205,NA,1988-12-15,38.25,12.4375,"Thursday"
209,NA,1988-12-16,24,4.1875,"Friday"
230,-8.353116711,1988-12-17,25.25,1.875,"Saturday"
253,NA,1988-12-18,26.25,9.0625,"Sunday"
209,NA,1988-12-19,34,27.4375,"Monday"
226,NA,1988-12-20,45,32.1875,"Tuesday"
208,NA,1988-12-21,46.75,38.0625,"Wednesday"
214,NA,1988-12-22,35.25,9.875,"Thursday"
240,-2.149608866,1988-12-23,38,40.125,"Friday"
239,NA,1988-12-24,44.5,48.8125,"Saturday"
263,NA,1988-12-25,46.25,23.5,"Sunday"
239,NA,1988-12-26,35.75,16.0625,"Monday"
226,NA,1988-12-27,34.75,31.5,"Tuesday"
252,NA,1988-12-28,45,32.25,"Wednesday"
213,-6.930546519,1988-12-29,35,18.8125,"Thursday"
224,NA,1988-12-30,31,17.1875,"Friday"
207,NA,1988-12-31,37.25,20.6875,"Saturday"
229,NA,1989-01-01,34,27.25,"Sunday"
222,NA,1989-01-02,38.75,30.5,"Monday"
227,NA,1989-01-03,36,15.25,"Tuesday"
236,-12.27118644,1989-01-04,21,-5.5625,"Wednesday"
244,NA,1989-01-05,18.75,-3.5625,"Thursday"
240,NA,1989-01-06,24.25,24,"Friday"
230,NA,1989-01-07,31.75,28.875,"Saturday"
223,NA,1989-01-08,41,37.5,"Sunday"
252,NA,1989-01-09,40,13.0625,"Monday"
244,1.3086544963,1989-01-10,32.5,24.5625,"Tuesday"
220,NA,1989-01-11,36,12.875,"Wednesday"
226,NA,1989-01-12,39,43.3125,"Thursday"
243,NA,1989-01-13,37.75,11.4375,"Friday"
193,NA,1989-01-14,32.5,26.6875,"Saturday"
225,NA,1989-01-15,43,38.8125,"Sunday"
222,-5.858500323,1989-01-16,39.5,21,"Monday"
230,NA,1989-01-17,41,21.5,"Tuesday"
223,NA,1989-01-18,41,35.4375,"Wednesday"
235,NA,1989-01-19,43.5,25.375,"Thursday"
234,NA,1989-01-20,41.75,19.75,"Friday"
201,NA,1989-01-21,24.25,-5.6875,"Saturday"
213,-7.198763645,1989-01-22,30.75,16.5625,"Sunday"
198,NA,1989-01-23,38.25,25.9375,"Monday"
217,NA,1989-01-24,43.5,23.125,"Tuesday"
190,NA,1989-01-25,40.75,8.5625,"Wednesday"
223,NA,1989-01-26,41.5,42.6875,"Thursday"
229,NA,1989-01-27,42,21.3125,"Friday"
211,-8.729511278,1989-01-28,38.25,29.25,"Saturday"
235,NA,1989-01-29,45,31.625,"Sunday"
254,NA,1989-01-30,46.25,40.625,"Monday"
218,NA,1989-01-31,44.75,33.25,"Tuesday"
210,NA,1989-02-01,53,40.0625,"Wednesday"
227,NA,1989-02-02,44.25,33.0625,"Thursday"
247,-4.774930873,1989-02-03,33.75,26.3125,"Friday"
242,NA,1989-02-04,25.5,6.3125,"Saturday"
216,NA,1989-02-05,23.75,17.3125,"Sunday"
240,NA,1989-02-06,32.5,24.6875,"Monday"
241,NA,1989-02-07,34,14.125,"Tuesday"
233,NA,1989-02-08,31,11.9375,"Wednesday"
236,-9.889954129,1989-02-09,24,-5.9375,"Thursday"
221,NA,1989-02-10,24.75,5.4375,"Friday"
222,NA,1989-02-11,34.25,15.6875,"Saturday"
243,NA,1989-02-12,35.5,10.875,"Sunday"
224,NA,1989-02-13,33.25,29.25,"Monday"
216,NA,1989-02-14,47,43.0625,"Tuesday"
237,4.9505880085,1989-02-15,44,39.1875,"Wednesday"
216,NA,1989-02-16,34.75,6.4375,"Thursday"
207,NA,1989-02-17,24.75,3.4375,"Friday"
200,NA,1989-02-18,25.5,12.6875,"Saturday"
184,NA,1989-02-19,31.75,22.875,"Sunday"
229,NA,1989-02-20,38.25,32.4375,"Monday"
221,-3.535147285,1989-02-21,48.5,49.9375,"Tuesday"
214,NA,1989-02-22,45.25,35.0625,"Wednesday"
196,NA,1989-02-23,34.5,16.8125,"Thursday"
199,NA,1989-02-24,24.25,-0.3125,"Friday"
234,NA,1989-02-25,25.75,-3.9375,"Saturday"
207,NA,1989-02-26,32,31.6875,"Sunday"
222,3.5511904762,1989-02-27,37,20.1875,"Monday"
216,NA,1989-02-28,33.25,28.5,"Tuesday"
194,NA,1989-03-01,36,8.875,"Wednesday"
211,NA,1989-03-02,35.5,16.75,"Thursday"
249,NA,1989-03-03,39.25,23.625,"Friday"
224,NA,1989-03-04,37,29.0625,"Saturday"
212,-6.107035235,1989-03-05,37.75,38.125,"Sunday"
207,NA,1989-03-06,33.75,15.625,"Monday"
205,NA,1989-03-07,20.25,-0.125,"Tuesday"
230,NA,1989-03-08,24,16.9375,"Wednesday"
201,NA,1989-03-09,32,11.75,"Thursday"
247,NA,1989-03-10,36.25,19.75,"Friday"
210,3.4764598935,1989-03-11,36,28,"Saturday"
211,NA,1989-03-12,37,24.3125,"Sunday"
241,NA,1989-03-13,28.25,21,"Monday"
194,NA,1989-03-14,42.25,31.9375,"Tuesday"
217,NA,1989-03-15,52.25,41.6875,"Wednesday"
198,NA,1989-03-16,49.25,29.3125,"Thursday"
223,8.9564366532,1989-03-17,50.25,35.4375,"Friday"
252,NA,1989-03-18,52.5,43.25,"Saturday"
196,NA,1989-03-19,38,12,"Sunday"
218,NA,1989-03-20,35,29.875,"Monday"
213,NA,1989-03-21,40.75,18.875,"Tuesday"
225,NA,1989-03-22,36.25,18.375,"Wednesday"
214,-5.561822612,1989-03-23,37.75,25.6875,"Thursday"
210,NA,1989-03-24,38.75,37.375,"Friday"
229,NA,1989-03-25,49.75,41.25,"Saturday"
197,NA,1989-03-26,53.5,35.75,"Sunday"
211,NA,1989-03-27,48.75,44.625,"Monday"
227,NA,1989-03-28,63.25,51.1875,"Tuesday"
226,1.7685111878,1989-03-29,62.5,47.75,"Wednesday"
193,NA,1989-03-30,45.75,40.0625,"Thursday"
204,NA,1989-03-31,41.5,40.6875,"Friday"
194,NA,1989-04-01,43.25,23.875,"Saturday"
186,NA,1989-04-02,43.75,32.5625,"Sunday"
215,NA,1989-04-03,48,47.3125,"Monday"
209,11.184629056,1989-04-04,50.25,50.25,"Tuesday"
198,NA,1989-04-05,58.25,51.25,"Wednesday"
205,NA,1989-04-06,48.25,41,"Thursday"
199,NA,1989-04-07,46.75,36.0625,"Friday"
206,NA,1989-04-08,46,29,"Saturday"
198,NA,1989-04-09,47.75,30.25,"Sunday"
212,-7.19068361,1989-04-10,44,7.75,"Monday"
177,NA,1989-04-11,42.75,25.25,"Tuesday"
206,NA,1989-04-12,43.75,31.1875,"Wednesday"
223,NA,1989-04-13,45,39.0625,"Thursday"
221,NA,1989-04-14,46.75,33.125,"Friday"
208,NA,1989-04-15,46.5,45.8125,"Saturday"
204,-16.5563026,1989-04-16,50,42.25,"Sunday"
191,NA,1989-04-17,55.75,43,"Monday"
212,NA,1989-04-18,61,41.5,"Tuesday"
210,NA,1989-04-19,52.75,19.25,"Wednesday"
177,NA,1989-04-20,53.75,27.8125,"Thursday"
209,NA,1989-04-21,56.25,34.75,"Friday"
177,-11.06163672,1989-04-22,46.75,9.8125,"Saturday"
209,NA,1989-04-23,46.5,20.25,"Sunday"
191,NA,1989-04-24,50.75,15.125,"Monday"
206,NA,1989-04-25,58.25,29.875,"Tuesday"
166,NA,1989-04-26,57.75,28.5625,"Wednesday"
205,NA,1989-04-27,60.75,30.8125,"Thursday"
226,-8.279451683,1989-04-28,56,33.3125,"Friday"
207,NA,1989-04-29,52.75,47.125,"Saturday"
189,NA,1989-04-30,59,51.9375,"Sunday"
208,NA,1989-05-01,52.75,48.9375,"Monday"
197,NA,1989-05-02,57.25,45.8125,"Tuesday"
196,NA,1989-05-03,56.25,32.0625,"Wednesday"
201,-4.207970857,1989-05-04,57.25,39.375,"Thursday"
192,NA,1989-05-05,55,53.625,"Friday"
209,NA,1989-05-06,62.75,52.25,"Saturday"
194,NA,1989-05-07,53,33.75,"Sunday"
182,NA,1989-05-08,49.25,39.1875,"Monday"
192,NA,1989-05-09,54.25,45.125,"Tuesday"
179,-8.562869439,1989-05-10,50.5,45.75,"Wednesday"
210,NA,1989-05-11,51.75,49.25,"Thursday"
188,NA,1989-05-12,55.5,47.875,"Friday"
191,NA,1989-05-13,57.5,49.1875,"Saturday"
203,NA,1989-05-14,58.75,48.875,"Sunday"
218,NA,1989-05-15,60.5,54.6875,"Monday"
219,-10.00816621,1989-05-16,56.5,55.3125,"Tuesday"
177,NA,1989-05-17,65.75,48.9375,"Wednesday"
177,NA,1989-05-18,67.5,48.75,"Thursday"
205,NA,1989-05-19,64.75,48.75,"Friday"
190,NA,1989-05-20,66.25,56.5625,"Saturday"
232,NA,1989-05-21,69.25,57.5625,"Sunday"
208,10.115011271,1989-05-22,70.25,51.25,"Monday"
186,NA,1989-05-23,65.75,56.125,"Tuesday"
196,NA,1989-05-24,60.5,58.9375,"Wednesday"
195,NA,1989-05-25,67.25,56.875,"Thursday"
205,NA,1989-05-26,67.75,63.875,"Friday"
215,NA,1989-05-27,68,44.9375,"Saturday"
170,-16.89517862,1989-05-28,63.75,34.875,"Sunday"
183,NA,1989-05-29,64.75,49.875,"Monday"
191,NA,1989-05-30,66.5,61.1875,"Tuesday"
181,NA,1989-05-31,73.75,66.6875,"Wednesday"
193,NA,1989-06-01,79.75,64.625,"Thursday"
202,NA,1989-06-02,80,59.25,"Friday"
197,1.043796951,1989-06-03,74.25,59.6875,"Saturday"
206,NA,1989-06-04,74.75,58,"Sunday"
177,NA,1989-06-05,69,56.6875,"Monday"
185,NA,1989-06-06,69,63.5,"Tuesday"
192,NA,1989-06-07,63.75,62.9375,"Wednesday"
185,NA,1989-06-08,70.25,66.25,"Thursday"
191,-9.350873306,1989-06-09,64.5,62.1875,"Friday"
198,NA,1989-06-10,70,54.5,"Saturday"
175,NA,1989-06-11,70.25,41.125,"Sunday"
188,NA,1989-06-12,70.75,55.3125,"Monday"
211,NA,1989-06-13,66.5,60.9375,"Tuesday"
190,NA,1989-06-14,61.25,57.375,"Wednesday"
184,-10.44750234,1989-06-15,61.5,61.5625,"Thursday"
190,NA,1989-06-16,72.25,67.3125,"Friday"
170,NA,1989-06-17,73.25,64.3125,"Saturday"
193,NA,1989-06-18,72.5,60,"Sunday"
201,NA,1989-06-19,76.25,59.0625,"Monday"
183,NA,1989-06-20,73.25,63.9375,"Tuesday"
189,11.011828708,1989-06-21,71,68.625,"Wednesday"
186,NA,1989-06-22,74.75,71.5,"Thursday"
184,NA,1989-06-23,76,69.9375,"Friday"
193,NA,1989-06-24,72,63.125,"Saturday"
167,NA,1989-06-25,73,66.75,"Sunday"
219,NA,1989-06-26,79,69.625,"Monday"
212,33.138596177,1989-06-27,81.5,72.875,"Tuesday"
192,NA,1989-06-28,77.25,68.0625,"Wednesday"
163,NA,1989-06-29,71.25,51.8125,"Thursday"
198,NA,1989-06-30,71,54.4375,"Friday"
203,NA,1989-07-01,73,56.1875,"Saturday"
199,NA,1989-07-02,77.25,63.875,"Sunday"
203,25.392792452,1989-07-03,76,65,"Monday"
218,NA,1989-07-04,72.75,69.25,"Tuesday"
173,NA,1989-07-05,71.5,67.5625,"Wednesday"
181,NA,1989-07-06,73.75,71.1875,"Thursday"
181,NA,1989-07-07,81,66.5625,"Friday"
207,NA,1989-07-08,76.5,52.125,"Saturday"
212,-1.083101936,1989-07-09,76.25,64.5,"Sunday"
215,NA,1989-07-10,82.25,73.4375,"Monday"
228,NA,1989-07-11,82.25,55.25,"Tuesday"
173,NA,1989-07-12,73.5,56.125,"Wednesday"
170,NA,1989-07-13,67.5,60.8125,"Thursday"
189,NA,1989-07-14,73.25,60.3125,"Friday"
181,-6.158449112,1989-07-15,73.25,58,"Saturday"
186,NA,1989-07-16,68,60.875,"Sunday"
196,NA,1989-07-17,68,62.5625,"Monday"
193,NA,1989-07-18,70.75,63.4375,"Tuesday"
183,NA,1989-07-19,73,64.6875,"Wednesday"
193,NA,1989-07-20,72.75,69.6875,"Thursday"
199,5.9286841292,1989-07-21,69.75,64.25,"Friday"
187,NA,1989-07-22,73.5,71,"Saturday"
178,NA,1989-07-23,80.75,66.375,"Sunday"
214,NA,1989-07-24,79.75,63.375,"Monday"
192,NA,1989-07-25,79.5,72.125,"Tuesday"
209,NA,1989-07-26,83.5,69.9375,"Wednesday"
185,35.314899289,1989-07-27,81.5,72.875,"Thursday"
184,NA,1989-07-28,79.75,58.6875,"Friday"
151,NA,1989-07-29,72.25,51.9375,"Saturday"
201,NA,1989-07-30,74.5,59.75,"Sunday"
194,NA,1989-07-31,69.25,61.4375,"Monday"
187,NA,1989-08-01,72,62.5,"Tuesday"
200,7.2348683054,1989-08-02,74,64.5,"Wednesday"
199,NA,1989-08-03,78.75,69.375,"Thursday"
220,NA,1989-08-04,83.5,73,"Friday"
200,NA,1989-08-05,85.25,68.125,"Saturday"
186,NA,1989-08-06,83.5,73.25,"Sunday"
186,NA,1989-08-07,75,63.4375,"Monday"
197,-7.977210729,1989-08-08,66.5,47.3125,"Tuesday"
178,NA,1989-08-09,67.75,51.25,"Wednesday"
175,NA,1989-08-10,70.5,55.4375,"Thursday"
182,NA,1989-08-11,65.75,62.625,"Friday"
203,NA,1989-08-12,70,70.6875,"Saturday"
179,NA,1989-08-13,75.25,72.125,"Sunday"
213,6.9308930148,1989-08-14,76.75,68.875,"Monday"
165,NA,1989-08-15,75.5,70.4375,"Tuesday"
218,NA,1989-08-16,79.25,69.75,"Wednesday"
182,NA,1989-08-17,76.5,62.3125,"Thursday"
197,NA,1989-08-18,71,59.625,"Friday"
161,NA,1989-08-19,71.25,68.5625,"Saturday"
200,9.8943588542,1989-08-20,75.25,65.6875,"Sunday"
203,NA,1989-08-21,80.75,69.75,"Monday"
175,NA,1989-08-22,79,61.875,"Tuesday"
184,NA,1989-08-23,81.5,66.75,"Wednesday"
151,NA,1989-08-24,73.5,54.4375,"Thursday"
191,NA,1989-08-25,67.5,52.6875,"Friday"
177,-10.89072615,1989-08-26,69.75,51.6875,"Saturday"
208,NA,1989-08-27,67.25,55.125,"Sunday"
217,NA,1989-08-28,72.25,68.3125,"Monday"
199,NA,1989-08-29,74.75,73.25,"Tuesday"
183,NA,1989-08-30,81.5,56.875,"Wednesday"
206,NA,1989-08-31,74.5,58.4375,"Thursday"
196,1.383389918,1989-09-01,75.25,68.625,"Friday"
181,NA,1989-09-02,74,53.125,"Saturday"
172,NA,1989-09-03,68.75,49.5625,"Sunday"
182,NA,1989-09-04,65.25,49.3125,"Monday"
195,NA,1989-09-05,63.5,55.125,"Tuesday"
173,NA,1989-09-06,65.5,57.625,"Wednesday"
207,3.8077773468,1989-09-07,68,59.8125,"Thursday"
214,NA,1989-09-08,69.25,60.6875,"Friday"
205,NA,1989-09-09,75.25,70.0625,"Saturday"
191,NA,1989-09-10,83,70.125,"Sunday"
225,NA,1989-09-11,83,70.3125,"Monday"
220,NA,1989-09-12,74.5,63.5625,"Tuesday"
181,-0.172656195,1989-09-13,75,65.8125,"Wednesday"
166,NA,1989-09-14,75.75,72.625,"Thursday"
180,NA,1989-09-15,70.75,59.6875,"Friday"
180,NA,1989-09-16,64.25,62.375,"Saturday"
186,NA,1989-09-17,69.25,63.625,"Sunday"
183,NA,1989-09-18,66.5,59.3125,"Monday"
168,-13.05783139,1989-09-19,67,68.4375,"Tuesday"
176,NA,1989-09-20,75.5,72.5,"Wednesday"
204,NA,1989-09-21,77.5,72.6875,"Thursday"
194,NA,1989-09-22,76.75,72.4375,"Friday"
181,NA,1989-09-23,65.25,41.3125,"Saturday"
170,NA,1989-09-24,55.75,38.1875,"Sunday"
200,-12.78656905,1989-09-25,57.5,54.125,"Monday"
210,NA,1989-09-26,64.5,44.5625,"Tuesday"
205,NA,1989-09-27,54,33.125,"Wednesday"
207,NA,1989-09-28,56,47.375,"Thursday"
205,NA,1989-09-29,65.25,54.375,"Friday"
192,NA,1989-09-30,62.5,48.5625,"Saturday"
187,-13.33088352,1989-10-01,61.5,57.3125,"Sunday"
209,NA,1989-10-02,66.75,67.1875,"Monday"
198,NA,1989-10-03,60.75,36.375,"Tuesday"
192,NA,1989-10-04,53.5,31.4375,"Wednesday"
198,NA,1989-10-05,57.75,42.1875,"Thursday"
190,NA,1989-10-06,64.75,54.6875,"Friday"
197,-13.60405887,1989-10-07,59.5,33.0625,"Saturday"
186,NA,1989-10-08,53,36,"Sunday"
215,NA,1989-10-09,49.5,29.125,"Monday"
215,NA,1989-10-10,49.5,43.75,"Tuesday"
201,NA,1989-10-11,57.5,41.125,"Wednesday"
215,NA,1989-10-12,57.25,55.5625,"Thursday"
